Timestamp,Date,Employee ID,Location,Department,Reservations - No of Booking Requests Processed ,Reservations - No of Confirmations Updated,Reservations - No of Cancellations ,Reservations - No. of Amendments Made ,Reservations - No of Reconfirmations Made ,Reservations - Remarks ,Taj/Bhutan - No. of Bhutan Air Booking Processed ,Taj/Bhutan - No of Confirmed Bhutan Air Tickets ,Taj/Bhutan - No of Taj Hotels Booking Processed ,Taj/Bhutan - No of Confirmed bookings ,Taj/Bhutan - No of Cancellations ,Taj/Bhutan - No of Amendments made,Taj/Bhutan - No of Reconfirmations made,Taj/Bhutan - Remarks ,Sales Online - No of Enquiries Received ,Sales Online - No of Conversions ,Sales Online - No of Follow‑Ups Taken ,Sales Online - No of Cancellations ,Sales Online - Remarks ,Sales Group - No of Enquiries Received ,Sales Group - No of Conversions Made ,Sales Group - No of Follow‑Ups Taken ,Sales Group - No of Cancellations ,Sales Group - No of Amendments Made ,Sales Group - Remarks ,IT - No of Entries Made ,IT - No. of Amendments Made ,IT - No of Calls/Emails Made ,IT - No of Creatives Made ,IT - Remarks ,HR - Number of Interviews Taken ,HR - Number of Job Offers Extended ,HR - How many Leave Requests Received Today ,HR - Number of Employee Grievances Addressed ,HR - Number of Salary Processing ,HR - Payroll Processing ,HR - Were any Exit Interviews Conducted Today ,HR - Were any Retention Efforts Made (at risk of leaving) ,HR - Remarks ,Accounts - Number of Customer Payments Processed ,Accounts - Number of Tax Filings Prepared/Reviewed ,Accounts - Number of transactions recorded in the accounting system,Accounts - Number of vendor invoices processed,Accounts - Remarks ,Graphic Designer - Give a summary for the day,Others - Give a summary for the day
01/07/2025 19:41:01,01/07/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Purchase Entry
Paid Marking Mayfair Apr May 2025",,
01/07/2025 20:13:49,01/07/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mailer send, Facebook update, instagram update, stall design complete and sent it to prakash sir via we transfer. ",,,,,,,,,,,,,,,,
01/07/2025 21:58:59,01/07/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ledger matching 
Paper work",,
01/07/2025 22:56:06,01/07/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5.Prepared hotel statement and single payments as pre hotel's Bill. 
6. Submitted daily work reports for 5 times to Vikram Ji. 
7. Read daily emails. 
8. File up and maintain contract rates. ",,
01/07/2025 23:29:34,01/07/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
02/07/2025 13:32:18,02/07/2025,NHL/212,Kolkata,RESERVATION,2,0,0,0,0,"Following up with the operaters regarding the queries.
Whatsapp Query: 2

Checked booking statement of Fern Denzong - Gangtok.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 15:37:18,01/07/2025,NHL/229,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 TRIPS ARE READY FOR SINGLE PAYMENT ,NA,NA,NA,"1. PAYMENT SIGNATURE FROM VIKRAMDA & SIR ,
2. STATEMENT OF MOUNT GRP COMPLT
3. STATMENT OF MAGPIE GRP CMPLT
4. MAIL(1965752 ,1912789,1919142 )",,
02/07/2025 17:51:46,02/07/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,Scanned & Corrected data updated to Master with finding duplicate,,,,,,,,,,,,,,,,
02/07/2025 18:45:49,02/07/2025,T5,Kolkata,RESERVATION,0,0,0,0,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 18:56:13,02/07/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,1,2,0,0,0,0,0,"BHUTAN TICKETS : 01 NEW QUOTATION SENT
TAJ HOTELS : 02 QUOTATIONS SENT
124 AGENTS CALLING DONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 18:56:14,02/07/2025,T8,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prepared, arranged and sent the documents to mamta binai team for due diligence (few is still pending as the work is all back dated).",,
02/07/2025 18:58:03,02/07/2025,NHL/029,Kolkata,RESERVATION,4,0,0,2,0,CHECK AVAILABILITY & RATE NEGOTIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 18:58:37,02/07/2025,T15,Kolkata,RESERVATION,1,0,0,0,0,"AVAILABILITY CHECKING DONE AND BOOKING & CONFIRM MAIL SENT FOR 1 FILE IN 2 HOTELS AND PURI HOTELS, GOPALPUR HOTELS, BHUBANESWAR HOTELS AND ODISHA OTHER HOTELS CONTACT DETAILS EXCEL SHEET FILL UP DONE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 19:09:53,01/07/2025,NHL/178,Kolkata,RESERVATION,2,5,0,0,0,CHECKED AVAILABILITIES AND RATE GIVEN FOR 4 HOTELS. UPDATED HOTEL CONTACTS AND DETAILS FOR ARUNACHAL PRADESH AND MAILED/WHATSAPPED FOR RATES FOR THE SMAE. (NUMBER NOT COUNTED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 19:13:14,02/07/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
BILLS CHECKED & SORTED AS PER STATEMENT (MOUNT YAGI & SHINKHAM)
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
LEDGER RECONCILITION
VOUCHER FILLING 
PAID MARKING IN SOFTWARE FOR PARKING 
 INVOICE SORTING & FILING",,
02/07/2025 19:18:04,02/07/2025,NHL/188,Kolkata,RESERVATION,5,5,0,1,3,19 QUERIES REPLIED ON MAYFAIR WHATS APP GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 19:19:47,01/07/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,work giving by TL/Invoice raised/Follow-up.....,,
02/07/2025 19:23:56,02/07/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAILS READ-3150 
PAYMENT FOLLOW UP 
PAYMENT NOTED
PAYMENT COLLECTED
INVOICE RAISED-10 
CALLS RECEIVED
Files unlocked done 
Cross Checked sale figure from April to June ",,
02/07/2025 19:26:57,02/07/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Invoice Sorting and Filing.
Purchase Entry
Hotel Ledger Reconciliation",,
02/07/2025 19:27:36,01/07/2025,NHL/015,Kolkata,RESERVATION,2,0,1,0,0,"RATE UPLOADED - MUDITA, REGAL, MON PARADISE, WANDI'S RESIDENCY, WANDI'S RESORT, WHITE TARA, OBSIDIAN BLUE. CHECKED FROM GOOGLE SHEET PYRKYN, WEST KAMENG INN. EXPECTED TIMING SEND TO HOTEL FOR FAM TRIP LE VINTUNA, CHUMBI, MEANAMLA, LEMON TREE SILIGURI, KINGSWAY, ROYAL POTALA, NORBUGHANG RETREAT, PINE CREST &  SKKKY CLUB SILIGURI. 14 QUERY WITH AVAILABILITY GIVEN.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 19:27:47,02/07/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,1,1,BHUTAN TICKETS : QUERY : 6 / BHUTAN PROMOTION : 124 MAILS SENT / TAJ HOTELS : 6 QUERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2025 19:28:01,02/07/2025,NHL/253,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.inform sales person to convert the hold files- 6 files
2.check whatsapp 
3.paymeny follow up- 15 files
4.mail read-120
5.payment update in software and acknowledgement- 20 files
6.Call received from agent and our sales team
7.paid marking",,
02/07/2025 19:29:03,02/07/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,
02/07/2025 19:33:09,02/07/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,NA,NA,10,"Mayfair Raipur reconciliation done with hotel till June'25 , Mayfair Darjeeling bills checked & processed , Mayfair Convention bills checked & processed , Mayfair Heritage bills checked & processed , North Star statement checked & processed , Summit Group statement checked & prepared , Looking after day to day vendors payments , Assisting in making payments , Putting e mails towards vendor along with payment advice.",,
02/07/2025 19:40:22,02/07/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Prepared incentive statement 
4.	TCS certificate reconcile as per Sheet of Agent 26 PAN
5.	Talk to agent about TCS.
6.	Payment Process
a.	Registered
b.	Unregistered
",,
02/07/2025 20:54:39,02/07/0025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,84,74,No,No,"1.prepare lunch list for 45 employee,2.take approval for family trip advance,3.Duscuss with director & contractual staff about some issue,4.Take medical care for 2 employee,5.convince CS for continuing in our policy, 6.follow up for pan linking,",,,,,,,
02/07/2025 22:05:02,02/07/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5.Prepared hotel statement and single payments as pre hotel's Bill. 
6. Submitted daily work reports for 5 times to Vikram Ji. 
7. Read daily emails. 
8. File up and maintain contract rates. ",,
02/07/2025 23:03:52,02/07/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
02/07/2025 23:42:06,01/07/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statement prepare for hotel for payment ,,
03/07/2025 09:33:07,02/07/2025,NHL/209,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 10:06:31,02/07/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2,9,"TDS CHECKED FOR PAYMENT MADE ON 01.02.2025 , SENT PAYMENT DETAILS TO TRANPORTERS, CHECKED PURCHASE ENTRY DONE IN TALLY, ASSIST IN PAYMENT UPDATION IN SOFTWARE, SOLVED PAYMENT QUERIES OF THE TRANSPOTERS AND MISCELLANEOUS JOBS ASSIGNED TO ME BY CFO AND DIRECTOR.",,
03/07/2025 10:28:57,02/07/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,Fullday meeting at webingo office,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 10:46:37,02/07/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,Full Day Meeting at Webingo office..,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 12:58:07,01/07/2025,NHL/220,Kolkata,RESERVATION,2,5,0,0,0,"3 AVAILABILITIES CHECKED, 3 RATE SHARED, 1 VOUCHER SENT, MAIL SENT FOR RATE, SENDING MAILS FOR RATE TO ASSAM - MEGHALAYA HOTELS FOR UPCOMING RATES. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 16:39:37,02/07/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,followup /invoice raise/,,
03/07/2025 17:01:43,03/07/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Purchase Entry
Invoice no searched and recorded in statement",,
03/07/2025 17:50:46,03/07/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,198,,4,,"2 Email ID search for Himansu & Mailed to him
Chennai, Bangalore, Coimbatore, Madurai, Mysore data ready for Bhutan call & mailed to Prakash Sir",,,,,,,,,,,,,,,,
03/07/2025 18:46:49,02/07/2025,NHL/015,Kolkata,RESERVATION,1,0,0,0,0,"02 AVAILABILITY CHECKED. 03 RATE GIVEN AGAINST THE QUERY. dolma homestay, monotel, reyi homestay, windermere hotel & spa, tree fern, saiom RATE CHECKED FROM GOOGLE SHEET. niladri premium RATE UPLOADED IN SOFTWARE. RATE DISCREPANCY MAIL SENT TO FORTUNE BEACH FRONT PURI. 

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 18:50:50,03/07/2025,T5,Kolkata,RESERVATION,2,0,0,0,06,"*BOOKING MAIL SENT*
ABR 1857461
 RIA 1947196

*RELEASE MAIL SENT*
PRN 1975908

*RATE GIVEN*
~ The Lalit kolkata (SAS)
~ J W Marriott kolkata(SAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 18:55:35,03/07/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"TAJ HOTELS : 02 QUOTATIONS SENT
74 AGENTS CALLING, LIST COMPLETE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 18:58:09,03/07/2025,T8,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corrected few past records of Neptune holidays also prepared records of Neptune Tours.,,
03/07/2025 19:01:30,03/07/2025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,96,86,no,no,"1. Prepare lunch list for 40 employees,2. Update Saturday list,3. Take permission from the director about the salary hold of 1 employee,4. Prepare appointment letter for CS,5. Check the Google sheet for the daily report & follow up with the employee,6. Follow up with the compliance team to check the salary of 2 co,7. Solving a problem with software about the salary issue 8. Check & revise the salary sheet 3 times,9. Send a resignation letter format to the CFO for CS,10. Help an employee with an active UAN,11. Send the compliance team documents for PF registration 12. Follow-up for PAN .",,,,,,,
03/07/2025 19:03:58,03/07/2025,T15,Kolkata,RESERVATION,5,0,0,0,0,"AVAILABILITY CHECKING DONE FOR 5 FILES AND BLOCKING & CONFIRM MAIL SENT FOR 5 FILES IN 10 HOTELS AND PURI, GOPALPUR & BHUBANESWAR HOTELS CONTACT DETAILS EXCEL SHEET FILL UP DONE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 19:04:25,03/07/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAILS READ-150
PAYMENT FOLLOW UP 
PAYMENT NOTED
PAYMENT COLLECTED
INVOICE RAISED-4 
CALLS RECEIVED
LEDGER CLEAR
BIKASH PRADHAN STATEMENT UNLOCKED - 250 FILES 
TRANSPORT INCENTIVE DONE FOR 4 FHE 
REFUND READY -3 ",,
03/07/2025 19:04:27,03/07/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,10,,,,,,,,,,,,,,,,,,
03/07/2025 19:09:39,03/07/2025,NHL/212,Kolkata,RESERVATION,2,1,0,0,0,"Whatsapp Query: 10
Contract rate sheet sent to Monotel - Kolkata.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 19:11:59,02/07/2025,NHL/229,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 TRIPS ARE READY FOR SINGLE PAYMENT ,NA,NA,NA,"1. PAYMENT SIGNATURE FROM VIKRAM DA & SIR
2. STATMENT OF RUFINA GRP.
3. MOUNT GRP BILL RECONCILATION WORK FOR THE MNTH JUNE .",,
03/07/2025 19:20:47,03/07/2025,NHL/253,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.inform sales person to convert the hold files- 4 files
2.check whatsapp 
3.paymeny follow up- 21 files
4.mail read-127
5.payment update in software and acknowledgement- 23 files
6.Call received from agent and our sales team
7.paid marking
8.check tds of the month of June.",,
03/07/2025 19:21:20,02/07/2025,NHL/178,Kolkata,RESERVATION,4,15,0,2,0,"CHECKED 1 AVAILABILITY WITH TRIP ID AND RATE GIVEN FOR 2 HOTELS. GUESTS ARE PURE VEGETARIANS AND WANT VEG FOOD DIFFERENTLY. COORDINATED WITH HOTEL REGARDING THE SAME.
UPDATED CONTACT DETAILS AND MAILED/WHATSAPPED FOR RATES FOR HOTELS IN ARUNACHAL.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 19:22:03,03/07/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
VOUCHER FILLING 
GARG HOLIDAYS COMMISSION UPDATE",,
03/07/2025 19:28:57,03/07/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,1,12,0,0,0,0,0,BHUTAN TICKETS : QUERY : 2 / BHUTAN PROMOTION : 74 MAILS SENT / TAJ HOTELS : 2 QUERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 19:40:53,03/07/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Prepared incentive statement
4.	Reconciled with Bhutan statement Sheet May 
5.	Talk to agent about TCS.
6.	Payment Process
a.	Registered
b.	Unregistered
",,
03/07/2025 19:48:56,03/07/2025,NHL/209,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,6,0,20,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 19:52:49,03/07/2025,NHL/188,Kolkata,RESERVATION,7,7,0,1,6,24 QUERIES REPLIED IN MAYFAIR WHATS APP GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 21:31:09,03/07/2025,NHL/238,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,On a Maintainance of Divine Safari Website ,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2025 22:19:00,03/07/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tds match with between tally & TDS return data.
Credit balance written off after check mail and tally
",,
03/07/2025 22:42:18,03/07/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1. All Hotel  and transport's single payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5.Prepared hotel statement and single payments as pre hotel's Bill. 
6. Submitted daily work reports for 5 times to Vikram Ji. 
7. Read daily emails. 
8. File up and maintain contract rates. ",,
03/07/2025 23:40:19,03/07/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
04/07/2025 00:55:47,02/07/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoice send to agent, Statement prepare for hotel payment ",,
04/07/2025 08:58:37,03/07/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,0,0,Content writing and plagiarism checking ,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 10:20:35,03/07/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2,8,"TDS CHECKED FOR PAYMENT MADE ON 02.07.2025 , SENT PAYMENT DETAILS TO TRANPORTERS AND TTF , CHECKED PURCHASE ENTRY DONE IN TALLY,  ASSIST IN PAYMENT UPDATION IN SOFTWARE, CHECKED TRIPS OF THE PAYMENT DONE AND OTHER MISCELLANEOUS JOBS ASSIGNED TO ME BY CFO AND DIRECTORS.",,
04/07/2025 12:27:29,01/07/2025,NHL/209,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,2,0,20,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 12:57:19,03/07/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice Raised /followup/,,
04/07/2025 16:53:53,04/07/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,188,,5,,"Data sent to Prakash Sir various cities of Andhra, Telengana, Kerala, Karnataka",,,,,,,,,,,,,,,,
04/07/2025 16:57:59,04/07/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"BHUTAN TICKETS : QUERY : 3, BLOCKING : 1 / BHUTAN PROMOTION : 60 MAILS SENT / TAJ HOTELS : 3 QUERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 18:35:44,03/07/2025,NHL/178,Kolkata,RESERVATION,2,11,2,1,0,CHECKED AVAILABILITY AND RATE GIVEN FOR 3 HOTELS. UPDATED HOTEL CONTACT DETAILS AND MAILED/WHATSAPPED FOR RATE FOR HOTELS IN ARUNACHAL PRADESH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 18:43:20,04/07/2025,T8,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drafted fresh Minutes of Neptune Holidays alongwith the preparation of Neptune Tours papers.,,
04/07/2025 18:48:13,04/07/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Full stall redesign (5 panel),,,,,,,,,,,,,,,,
04/07/2025 18:51:05,04/07/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,0,3,1,"04 Revised Done

Bhutan Content Write",,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 18:56:13,04/07/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"BHUTAN TICKETS : 02 NEW QUOTATIONS SENT
TAJ HOTELS : 05 QUOTATIONS SENT
60 AGENTS CALLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 18:59:49,04/07/2025,T15,Kolkata,RESERVATION,2,0,1,0,4,AVAILABILITY CHECKING DONE FOR 3 FILES AND BLOCKING MAIL SENT IN 1 HOTEL AND RECONFIRM DONE FOR 4 FILES BY CALLING IN 8 HOTELS AND MAIL FOR RATE IN 1 HOTEL AND RELEASE MAIL SENT FOR 1 FILE IN 1 HOTEL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 18:59:52,04/07/2025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,1,97,,no,no,"1. Prepare a lunch list for 33 employees. 2. Prepare an attendance sheet for 4 days, 86 employees for Kol & 5 employees for contractual days 3. Help 1 employee with his mobile no prob,4. Discuss with 4 employee about their salary,5. Discuss with the director about the salary 6. Discuss with the CFO about salary & bank account,7. Prepare Saturday off list,8. Check the Google sheet for the daily update report for 3 days of 34 employees & follow up with employee 9. Organise all bills for payment,10. Prepare June rating for 6 departments 11. Discuss Saturday off & leave with the Director,",,,,,,,
04/07/2025 19:04:04,03/07/2025,NHL/015,Kolkata,RESERVATION,2,0,0,1,0,"waii international itanagar, ROYAL HIGHNESS, MONOTEL,WILDBERRY OCEAN BREEZE, WILDBERRY INN,WILDBERRY SUITE,CLASSIC HOTEL,yunsel homestay,kinnara RATE CHECKED FROM THE GOOGLE SHEET.  golden park , CYGNETT TEZPUR, KAYA GANTAVYA UPDATED IN SOFTWARE. 03 RATE WITH AVAILABILITY GIVEN

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2025 19:10:12,04/07/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAILS READ-150 
PAYMENT FOLLOW UP 
PAYMENT NOTED
PAYMENT COLLECTED
INVOICE RAISED-12
CALLS RECEIVED
TRANSPORT INCENTIVE READY 
FILES UNLOCKED ",,
04/07/2025 19:20:58,04/07/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
PREVIOUS PURCHASE RECONCILITION
VOUCHER FILLING ",,
04/07/2025 19:26:26,04/07/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Suspense Clearance
Checking and entering Trip Ids in previously booked receipt entries.
Purchase Ref Tagging 
Hotel Ledger Reconciliation",,
04/07/2025 19:34:37,04/07/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Prepared incentive statement
4.	Reconciled Bhutan Statement with Bhutan office
5.	Payment Process
a.	Registered
b.	Unregistered
",,
04/07/2025 19:36:35,04/07/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,4,,RATE RECHECK - 10 HOTELS,,,,,,,,,,,,,,,,
04/07/2025 19:42:09,04/07/2025,NHL/188,Kolkata,RESERVATION,4,4,0,0,2,19 QUERIES REPLIED ON MAYFAIR WHATS APP GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
